BOROUGH,Job Type,Residential,Permit Status,Issuance Date,NTA_NAME
QUEENS,NB,YES,ISSUED,06/01/2023,Kew Gardens Hills
BRONX,NB,YES,ISSUED,06/01/2023,Norwood
BROOKLYN,NB,YES,ISSUED,06/01/2023,Borough Park
BROOKLYN,NB,YES,ISSUED,06/01/2023,Borough Park
STATEN ISLAND,NB,YES,ISSUED,05/31/2023,West New Brighton-New Brighton-St. George
BRONX,NB,YES,ISSUED,05/31/2023,Spuyten Duyvil-Kingsbridge
BRONX,NB,YES,ISSUED,05/31/2023,Spuyten Duyvil-Kingsbridge
STATEN ISLAND,NB,YES,ISSUED,05/31/2023,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,05/31/2023,Stapleton-Rosebank
BROOKLYN,NB,YES,ISSUED,05/31/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/31/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/31/2023,Bedford
QUEENS,NB,YES,ISSUED,05/31/2023,Forest Hills
QUEENS,NB,YES,ISSUED,05/31/2023,Forest Hills
BRONX,NB,YES,ISSUED,05/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,05/31/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,05/31/2023,Bedford Park-Fordham North
MANHATTAN,NB,YES,ISSUED,05/31/2023,East Village
MANHATTAN,NB,YES,ISSUED,05/31/2023,East Village
BROOKLYN,NB,YES,ISSUED,05/31/2023,Flatbush
BROOKLYN,NB,YES,ISSUED,05/31/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
MANHATTAN,NB,YES,ISSUED,05/31/2023,Central Harlem South
BRONX,NB,YES,ISSUED,05/31/2023,East Concourse-Concourse Village
QUEENS,NB,YES,ISSUED,05/31/2023,Kew Gardens Hills
BROOKLYN,NB,YES,ISSUED,05/31/2023,East Williamsburg
QUEENS,NB,YES,ISSUED,05/31/2023,Woodside
QUEENS,NB,YES,ISSUED,05/31/2023,Woodside
MANHATTAN,NB,YES,ISSUED,05/31/2023,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,NB,YES,ISSUED,05/31/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/31/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/31/2023,Brownsville
BRONX,NB,YES,ISSUED,05/30/2023,Mount Hope
BROOKLYN,NB,YES,ISSUED,05/30/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/30/2023,Bedford
STATEN ISLAND,NB,YES,ISSUED,05/30/2023,New Brighton-Silver Lake
BROOKLYN,NB,YES,ISSUED,05/30/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/30/2023,Borough Park
BRONX,NB,YES,ISSUED,05/30/2023,Bedford Park-Fordham North
BRONX,NB,YES,ISSUED,05/30/2023,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,05/30/2023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,05/30/2023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,05/30/2023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,05/27/2023,East New York (Pennsylvania Ave)
BROOKLYN,NB,YES,ISSUED,05/26/2023,East Williamsburg
QUEENS,NB,YES,ISSUED,05/26/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/26/2023,Jamaica
BRONX,NB,YES,ISSUED,05/26/2023,Mott Haven-Port Morris
STATEN ISLAND,NB,YES,ISSUED,05/26/2023,Annadale-Huguenot-Prince's Bay-Eltingville
STATEN ISLAND,NB,YES,ISSUED,05/26/2023,Port Richmond
BROOKLYN,NB,YES,ISSUED,05/26/2023,Flatbush
BROOKLYN,NB,YES,ISSUED,05/26/2023,Erasmus
BROOKLYN,NB,YES,ISSUED,05/26/2023,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,05/26/2023,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/26/2023,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/26/2023,Madison
MANHATTAN,NB,YES,ISSUED,05/26/2023,Midtown-Midtown South
BROOKLYN,NB,YES,ISSUED,05/26/2023,Sunset Park West
QUEENS,NB,YES,ISSUED,05/26/2023,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,05/26/2023,Flushing
BRONX,NB,YES,ISSUED,05/26/2023,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,05/25/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,YES,ISSUED,05/25/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,YES,ISSUED,05/25/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
QUEENS,NB,YES,ISSUED,05/25/2023,Kew Gardens
QUEENS,NB,YES,ISSUED,05/25/2023,Kew Gardens
MANHATTAN,NB,YES,ISSUED,05/25/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/25/2023,Lower East Side
BROOKLYN,NB,YES,ISSUED,05/25/2023,Park Slope-Gowanus
BRONX,NB,YES,ISSUED,05/25/2023,West Farms-Bronx River
QUEENS,NB,YES,ISSUED,05/25/2023,Flushing
BROOKLYN,NB,YES,ISSUED,05/25/2023,Borough Park
QUEENS,NB,YES,ISSUED,05/25/2023,Murray Hill
MANHATTAN,NB,YES,ISSUED,05/25/2023,Chinatown
BROOKLYN,NB,YES,ISSUED,05/25/2023,Bensonhurst West
BROOKLYN,NB,YES,ISSUED,05/25/2023,Bensonhurst West
BRONX,NB,YES,ISSUED,05/25/2023,Mott Haven-Port Morris
BRONX,NB,YES,ISSUED,05/25/2023,Mott Haven-Port Morris
BRONX,NB,YES,ISSUED,05/25/2023,Mott Haven-Port Morris
BROOKLYN,NB,YES,ISSUED,05/25/2023,Madison
BROOKLYN,NB,YES,ISSUED,05/25/2023,Bushwick South
MANHATTAN,NB,YES,ISSUED,05/25/2023,West Village
MANHATTAN,NB,YES,ISSUED,05/25/2023,West Village
BROOKLYN,NB,YES,ISSUED,05/24/2023,Clinton Hill
BROOKLYN,NB,YES,ISSUED,05/24/2023,Clinton Hill
BROOKLYN,NB,YES,ISSUED,05/24/2023,North Side-South Side
QUEENS,NB,YES,ISSUED,05/24/2023,Corona
STATEN ISLAND,NB,YES,ISSUED,05/24/2023,Old Town-Dongan Hills-South Beach
BRONX,NB,YES,ISSUED,05/24/2023,Belmont
BROOKLYN,NB,YES,ISSUED,05/24/2023,Clinton Hill
BROOKLYN,NB,YES,ISSUED,05/24/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/24/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/24/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/24/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/24/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/24/2023,East Williamsburg
QUEENS,NB,YES,ISSUED,05/24/2023,Elmhurst-Maspeth
BROOKLYN,NB,YES,ISSUED,05/24/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/24/2023,Bedford
BRONX,NB,YES,ISSUED,05/24/2023,North Riverdale-Fieldston-Riverdale
BRONX,NB,YES,ISSUED,05/24/2023,North Riverdale-Fieldston-Riverdale
BRONX,NB,YES,ISSUED,05/24/2023,North Riverdale-Fieldston-Riverdale
BROOKLYN,NB,YES,ISSUED,05/24/2023,Homecrest
BROOKLYN,NB,YES,ISSUED,05/24/2023,Greenpoint
MANHATTAN,NB,YES,ISSUED,05/23/2023,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,NB,YES,ISSUED,05/23/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/23/2023,Battery Park City-Lower Manhattan
MANHATTAN,NB,YES,ISSUED,05/23/2023,Central Harlem South
BROOKLYN,NB,YES,ISSUED,05/23/2023,East Williamsburg
QUEENS,NB,YES,ISSUED,05/23/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,05/23/2023,Elmhurst-Maspeth
BRONX,NB,YES,ISSUED,05/23/2023,Mount Hope
BROOKLYN,NB,YES,ISSUED,05/23/2023,Bedford
QUEENS,NB,YES,ISSUED,05/23/2023,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,NB,YES,ISSUED,05/22/2023,Battery Park City-Lower Manhattan
MANHATTAN,NB,YES,ISSUED,05/22/2023,Battery Park City-Lower Manhattan
BRONX,NB,YES,ISSUED,05/22/2023,Mott Haven-Port Morris
QUEENS,NB,YES,ISSUED,05/22/2023,East Flushing
BROOKLYN,NB,YES,ISSUED,05/22/2023,Stuyvesant Heights
STATEN ISLAND,NB,YES,ISSUED,05/22/2023,New Springville-Bloomfield-Travis
STATEN ISLAND,NB,YES,ISSUED,05/22/2023,New Brighton-Silver Lake
QUEENS,NB,YES,ISSUED,05/22/2023,Flushing
QUEENS,NB,YES,ISSUED,05/22/2023,Astoria
QUEENS,NB,YES,ISSUED,05/22/2023,Astoria
STATEN ISLAND,NB,YES,ISSUED,05/22/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,05/22/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,05/22/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,05/22/2023,Charleston-Richmond Valley-Tottenville
BROOKLYN,NB,YES,ISSUED,05/22/2023,Flatbush
BROOKLYN,NB,YES,ISSUED,05/22/2023,Clinton Hill
BRONX,NB,YES,ISSUED,05/22/2023,Mott Haven-Port Morris
BRONX,NB,YES,ISSUED,05/22/2023,Mott Haven-Port Morris
BRONX,NB,YES,ISSUED,05/22/2023,Spuyten Duyvil-Kingsbridge
BROOKLYN,NB,YES,ISSUED,05/22/2023,Greenpoint
MANHATTAN,NB,YES,ISSUED,05/22/2023,West Village
QUEENS,NB,YES,ISSUED,05/20/2023,Whitestone
QUEENS,NB,YES,ISSUED,05/20/2023,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,YES,ISSUED,05/19/2023,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,05/19/2023,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,05/19/2023,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,05/19/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,05/19/2023,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,YES,ISSUED,05/19/2023,Brownsville
QUEENS,NB,YES,ISSUED,05/19/2023,Woodhaven
QUEENS,NB,YES,ISSUED,05/19/2023,Woodhaven
QUEENS,NB,YES,ISSUED,05/19/2023,Hunters Point-Sunnyside-West Maspeth
QUEENS,NB,YES,ISSUED,05/19/2023,Baisley Park
BROOKLYN,NB,YES,ISSUED,05/19/2023,Crown Heights North
QUEENS,NB,YES,ISSUED,05/19/2023,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,YES,ISSUED,05/19/2023,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,05/19/2023,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,05/19/2023,Prospect Lefferts Gardens-Wingate
BRONX,NB,YES,ISSUED,05/19/2023,Belmont
BRONX,NB,YES,ISSUED,05/19/2023,Williamsbridge-Olinville
STATEN ISLAND,NB,YES,ISSUED,05/18/2023,
STATEN ISLAND,NB,YES,ISSUED,05/18/2023,New Brighton-Silver Lake
BROOKLYN,NB,YES,ISSUED,05/18/2023,Borough Park
STATEN ISLAND,NB,YES,ISSUED,05/18/2023,New Brighton-Silver Lake
BROOKLYN,NB,YES,ISSUED,05/18/2023,Bay Ridge
QUEENS,NB,YES,ISSUED,05/18/2023,Murray Hill
QUEENS,NB,YES,ISSUED,05/18/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/18/2023,Far Rockaway-Bayswater
MANHATTAN,NB,YES,ISSUED,05/18/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/18/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/18/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/18/2023,East Harlem North
BROOKLYN,NB,YES,ISSUED,05/18/2023,Crown Heights North
BROOKLYN,NB,YES,ISSUED,05/18/2023,Crown Heights North
BROOKLYN,NB,YES,ISSUED,05/18/2023,Stuyvesant Heights
MANHATTAN,NB,YES,ISSUED,05/18/2023,East Harlem North
BROOKLYN,NB,YES,ISSUED,05/18/2023,East Williamsburg
MANHATTAN,NB,YES,ISSUED,05/18/2023,Lenox Hill-Roosevelt Island
MANHATTAN,NB,YES,ISSUED,05/18/2023,Lenox Hill-Roosevelt Island
MANHATTAN,NB,YES,ISSUED,05/18/2023,Murray Hill-Kips Bay
QUEENS,NB,YES,ISSUED,05/18/2023,Astoria
STATEN ISLAND,NB,YES,ISSUED,05/18/2023,Charleston-Richmond Valley-Tottenville
QUEENS,NB,YES,ISSUED,05/18/2023,East Elmhurst
QUEENS,NB,YES,ISSUED,05/18/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/18/2023,Far Rockaway-Bayswater
STATEN ISLAND,NB,YES,ISSUED,05/17/2023,
QUEENS,NB,YES,ISSUED,05/17/2023,Hunters Point-Sunnyside-West Maspeth
STATEN ISLAND,NB,YES,ISSUED,05/17/2023,New Dorp-Midland Beach
QUEENS,NB,YES,ISSUED,05/17/2023,Steinway
BROOKLYN,NB,YES,ISSUED,05/17/2023,Carroll Gardens-Columbia Street-Red Hook
MANHATTAN,NB,YES,ISSUED,05/17/2023,East Harlem North
BROOKLYN,NB,YES,ISSUED,05/17/2023,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,05/17/2023,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,05/17/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,05/17/2023,Bushwick South
MANHATTAN,NB,YES,ISSUED,05/17/2023,Marble Hill-Inwood
BRONX,NB,YES,ISSUED,05/17/2023,Van Cortlandt Village
QUEENS,NB,YES,ISSUED,05/17/2023,College Point
STATEN ISLAND,NB,YES,ISSUED,05/17/2023,Great Kills
BRONX,NB,YES,ISSUED,05/17/2023,Bedford Park-Fordham North
BROOKLYN,NB,YES,ISSUED,05/16/2023,Fort Greene
BROOKLYN,NB,YES,ISSUED,05/16/2023,Clinton Hill
BRONX,NB,YES,ISSUED,05/16/2023,Williamsbridge-Olinville
STATEN ISLAND,NB,YES,ISSUED,05/16/2023,
QUEENS,NB,YES,ISSUED,05/16/2023,Whitestone
BROOKLYN,NB,YES,ISSUED,05/16/2023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,05/16/2023,Homecrest
BRONX,NB,YES,ISSUED,05/16/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/16/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/16/2023,Van Cortlandt Village
BROOKLYN,NB,YES,ISSUED,05/16/2023,
BRONX,NB,YES,ISSUED,05/16/2023,Morrisania-Melrose
BRONX,NB,YES,ISSUED,05/16/2023,Morrisania-Melrose
BRONX,NB,YES,ISSUED,05/16/2023,Morrisania-Melrose
QUEENS,NB,YES,ISSUED,05/15/2023,Queensbridge-Ravenswood-Long Island City
QUEENS,NB,YES,ISSUED,05/15/2023,Astoria
BRONX,NB,YES,ISSUED,05/15/2023,Spuyten Duyvil-Kingsbridge
MANHATTAN,NB,YES,ISSUED,05/15/2023,Gramercy
BROOKLYN,NB,YES,ISSUED,05/15/2023,Bensonhurst East
QUEENS,NB,YES,ISSUED,05/15/2023,Queensbridge-Ravenswood-Long Island City
QUEENS,NB,YES,ISSUED,05/15/2023,Queensbridge-Ravenswood-Long Island City
BRONX,NB,YES,ISSUED,05/15/2023,Claremont-Bathgate
QUEENS,NB,YES,ISSUED,05/15/2023,Springfield Gardens South-Brookville
QUEENS,NB,YES,ISSUED,05/15/2023,College Point
QUEENS,NB,YES,ISSUED,05/15/2023,Murray Hill
QUEENS,NB,YES,ISSUED,05/15/2023,Murray Hill
QUEENS,NB,YES,ISSUED,05/15/2023,Murray Hill
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/15/2023,Jamaica
MANHATTAN,NB,YES,ISSUED,05/15/2023,Clinton
BROOKLYN,NB,YES,ISSUED,05/15/2023,Bensonhurst East
BROOKLYN,NB,YES,ISSUED,05/15/2023,Bensonhurst East
QUEENS,NB,YES,ISSUED,05/15/2023,Woodhaven
BROOKLYN,NB,YES,ISSUED,05/15/2023,Crown Heights North
QUEENS,NB,YES,ISSUED,05/15/2023,Woodhaven
QUEENS,NB,YES,ISSUED,05/15/2023,North Corona
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/13/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/12/2023,Old Astoria
BROOKLYN,NB,YES,ISSUED,05/12/2023,North Side-South Side
QUEENS,NB,YES,ISSUED,05/12/2023,Douglas Manor-Douglaston-Little Neck
BROOKLYN,NB,YES,ISSUED,05/12/2023,Williamsburg
BROOKLYN,NB,YES,ISSUED,05/12/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,05/12/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,05/12/2023,Bushwick South
BROOKLYN,NB,YES,ISSUED,05/12/2023,Bushwick South
MANHATTAN,NB,YES,ISSUED,05/12/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/12/2023,Lower East Side
MANHATTAN,NB,YES,ISSUED,05/12/2023,Lower East Side
BROOKLYN,NB,YES,ISSUED,05/12/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
STATEN ISLAND,NB,YES,ISSUED,05/12/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,05/12/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,05/12/2023,Old Town-Dongan Hills-South Beach
STATEN ISLAND,NB,YES,ISSUED,05/12/2023,Old Town-Dongan Hills-South Beach
QUEENS,NB,YES,ISSUED,05/12/2023,Woodside
QUEENS,NB,YES,ISSUED,05/12/2023,Woodside
BRONX,NB,YES,ISSUED,05/12/2023,Norwood
BROOKLYN,NB,YES,ISSUED,05/12/2023,Bay Ridge
BRONX,NB,YES,ISSUED,05/12/2023,Highbridge
BRONX,NB,YES,ISSUED,05/12/2023,Highbridge
BRONX,NB,YES,ISSUED,05/12/2023,Highbridge
BROOKLYN,NB,YES,ISSUED,05/11/2023,Flatbush
QUEENS,NB,YES,ISSUED,05/11/2023,Forest Hills
QUEENS,NB,YES,ISSUED,05/11/2023,South Ozone Park
STATEN ISLAND,NB,YES,ISSUED,05/11/2023,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,05/11/2023,Charleston-Richmond Valley-Tottenville
QUEENS,NB,YES,ISSUED,05/11/2023,South Ozone Park
BROOKLYN,NB,YES,ISSUED,05/11/2023,Ocean Parkway South
MANHATTAN,NB,YES,ISSUED,05/10/2023,Upper West Side
QUEENS,NB,YES,ISSUED,05/10/2023,Woodside
MANHATTAN,NB,YES,ISSUED,05/10/2023,Battery Park City-Lower Manhattan
BROOKLYN,NB,YES,ISSUED,05/10/2023,Bay Ridge
MANHATTAN,NB,YES,ISSUED,05/10/2023,Lenox Hill-Roosevelt Island
STATEN ISLAND,NB,YES,ISSUED,05/10/2023,Charleston-Richmond Valley-Tottenville
BRONX,NB,YES,ISSUED,05/10/2023,Claremont-Bathgate
BRONX,NB,YES,ISSUED,05/10/2023,Williamsbridge-Olinville
QUEENS,NB,YES,ISSUED,05/10/2023,Astoria
BRONX,NB,YES,ISSUED,05/10/2023,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,05/10/2023,Williamsbridge-Olinville
QUEENS,NB,YES,ISSUED,05/10/2023,Old Astoria
BROOKLYN,NB,YES,ISSUED,05/09/2023,Bedford
BROOKLYN,NB,YES,ISSUED,05/09/2023,Bedford
BRONX,NB,YES,ISSUED,05/09/2023,Belmont
QUEENS,NB,YES,ISSUED,05/09/2023,Jamaica
QUEENS,NB,YES,ISSUED,05/09/2023,South Jamaica
QUEENS,NB,YES,ISSUED,05/09/2023,South Jamaica
BROOKLYN,NB,YES,ISSUED,05/09/2023,Clinton Hill
QUEENS,NB,YES,ISSUED,05/09/2023,Astoria
QUEENS,NB,YES,ISSUED,05/09/2023,Astoria
QUEENS,NB,YES,ISSUED,05/09/2023,Astoria
QUEENS,NB,YES,ISSUED,05/09/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/09/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/09/2023,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,05/09/2023,Far Rockaway-Bayswater
BROOKLYN,NB,YES,ISSUED,05/09/2023,North Side-South Side
BROOKLYN,NB,YES,ISSUED,05/09/2023,North Side-South Side
BRONX,NB,YES,ISSUED,05/09/2023,Claremont-Bathgate
BRONX,NB,YES,ISSUED,05/09/2023,Claremont-Bathgate
QUEENS,NB,YES,ISSUED,05/09/2023,Flushing
QUEENS,NB,YES,ISSUED,05/09/2023,Flushing
BROOKLYN,NB,YES,ISSUED,05/09/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/09/2023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
QUEENS,NB,YES,ISSUED,05/09/2023,Jamaica
BROOKLYN,NB,YES,ISSUED,05/09/2023,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,05/08/2023,North Side-South Side
BROOKLYN,NB,YES,ISSUED,05/08/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/08/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/08/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/08/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/08/2023,East New York
STATEN ISLAND,NB,YES,ISSUED,05/08/2023,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
BROOKLYN,NB,YES,ISSUED,05/08/2023,Gravesend
BRONX,NB,YES,ISSUED,05/08/2023,Crotona Park East
BROOKLYN,NB,YES,ISSUED,05/08/2023,Greenpoint
BROOKLYN,NB,YES,ISSUED,05/08/2023,Sunset Park East
BROOKLYN,NB,YES,ISSUED,05/08/2023,Greenpoint
BROOKLYN,NB,YES,ISSUED,05/08/2023,Greenpoint
BROOKLYN,NB,YES,ISSUED,05/08/2023,Crown Heights North
QUEENS,NB,YES,ISSUED,05/08/2023,Astoria
BROOKLYN,NB,YES,ISSUED,05/08/2023,Sunset Park East
BROOKLYN,NB,YES,ISSUED,05/08/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/08/2023,Borough Park
BROOKLYN,NB,YES,ISSUED,05/08/2023,Borough Park
BROOKLYN,NB,YES,ISSUED,05/08/2023,Borough Park
BROOKLYN,NB,YES,ISSUED,05/08/2023,Sunset Park East
BROOKLYN,NB,YES,ISSUED,05/08/2023,Sunset Park East
BROOKLYN,NB,YES,ISSUED,05/08/2023,Sunset Park East
BROOKLYN,NB,YES,ISSUED,05/07/2023,Brownsville
BROOKLYN,NB,YES,ISSUED,05/07/2023,East New York
STATEN ISLAND,NB,YES,ISSUED,05/06/2023,Annadale-Huguenot-Prince's Bay-Eltingville
QUEENS,NB,YES,ISSUED,05/05/2023,Oakland Gardens
BROOKLYN,NB,YES,ISSUED,05/05/2023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
STATEN ISLAND,NB,YES,ISSUED,05/05/2023,
BROOKLYN,NB,YES,ISSUED,05/05/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/05/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/05/2023,East New York
BROOKLYN,NB,YES,ISSUED,05/05/2023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,YES,ISSUED,05/05/2023,Greenpoint
QUEENS,NB,YES,ISSUED,05/05/2023,Old Astoria
BRONX,NB,YES,ISSUED,05/05/2023,Williamsbridge-Olinville
BRONX,NB,YES,ISSUED,05/04/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/04/2023,Van Cortlandt Village
BROOKLYN,NB,YES,ISSUED,05/04/2023,Flatbush
BROOKLYN,NB,YES,ISSUED,05/04/2023,Flatbush
QUEENS,NB,YES,ISSUED,05/04/2023,Old Astoria
QUEENS,NB,YES,ISSUED,05/04/2023,Flushing
QUEENS,NB,YES,ISSUED,05/04/2023,Rego Park
QUEENS,NB,YES,ISSUED,05/04/2023,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,05/04/2023,Old Astoria
BROOKLYN,NB,YES,ISSUED,05/04/2023,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,05/04/2023,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,05/04/2023,Seagate-Coney Island
BRONX,NB,YES,ISSUED,05/04/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/04/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/04/2023,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/04/2023,Van Cortlandt Village
QUEENS,NB,YES,ISSUED,05/04/2023,Flushing
QUEENS,NB,YES,ISSUED,05/04/2023,Flushing
QUEENS,NB,YES,ISSUED,05/04/2023,Flushing
QUEENS,NB,YES,ISSUED,05/04/2023,Flushing
BROOKLYN,NB,YES,ISSUED,05/04/2023,Flatbush
QUEENS,NB,YES,ISSUED,05/04/2023,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,YES,ISSUED,05/04/2023,Borough Park
BROOKLYN,NB,YES,ISSUED,05/03/2023,Bushwick South
STATEN ISLAND,NB,YES,ISSUED,05/03/2023,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
BRONX,NB,YES,ISSUED,05/03/2023,West Concourse
QUEENS,NB,YES,ISSUED,05/03/2023,South Jamaica
BROOKLYN,NB,YES,ISSUED,05/03/2023,East New York
QUEENS,NB,YES,ISSUED,05/03/2023,East Elmhurst
STATEN ISLAND,NB,YES,ISSUED,05/03/2023,New Dorp-Midland Beach
STATEN ISLAND,NB,YES,ISSUED,05/03/2023,New Dorp-Midland Beach
QUEENS,NB,YES,ISSUED,05/03/2023,Forest Hills
QUEENS,NB,YES,ISSUED,05/03/2023,Forest Hills
QUEENS,NB,YES,ISSUED,05/03/2023,East Elmhurst
QUEENS,NB,YES,ISSUED,05/03/2023,East Elmhurst
QUEENS,NB,YES,ISSUED,05/03/2023,Richmond Hill
