BOROUGH,Job Type,Residential,Permit Status,Issuance Date,NTA_NAME
BROOKLYN,NB,YES,ISSUED,05/09/2025,East New York (Pennsylvania Ave)
BROOKLYN,NB,YES,ISSUED,05/09/2025,East New York (Pennsylvania Ave)
QUEENS,NB,YES,ISSUED,05/09/2025,Douglas Manor-Douglaston-Little Neck
BROOKLYN,NB,YES,ISSUED,05/09/2025,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,05/09/2025,Bath Beach
BRONX,NB,YES,ISSUED,05/09/2025,Norwood
QUEENS,NB,YES,ISSUED,05/08/2025,
BROOKLYN,NB,YES,ISSUED,05/08/2025,East Flatbush-Farragut
BRONX,NB,YES,ISSUED,05/08/2025,Bronxdale
BROOKLYN,NB,YES,ISSUED,05/08/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/08/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,05/08/2025,Crown Heights South
BROOKLYN,NB,YES,ISSUED,05/08/2025,Bedford
BROOKLYN,NB,YES,ISSUED,05/08/2025,East Flatbush-Farragut
BRONX,NB,YES,ISSUED,05/08/2025,Bronxdale
BRONX,NB,YES,ISSUED,05/08/2025,Bronxdale
BRONX,NB,YES,ISSUED,05/07/2025,East Tremont
BRONX,NB,YES,ISSUED,05/07/2025,East Tremont
BRONX,NB,YES,ISSUED,05/07/2025,East Tremont
STATEN ISLAND,NB,YES,ISSUED,05/07/2025,Stapleton-Rosebank
STATEN ISLAND,NB,YES,ISSUED,05/07/2025,Stapleton-Rosebank
QUEENS,NB,YES,ISSUED,05/06/2025,Hunters Point-Sunnyside-West Maspeth
BROOKLYN,NB,YES,ISSUED,05/06/2025,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,05/06/2025,East New York
BRONX,NB,YES,ISSUED,05/06/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,05/06/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,05/06/2025,Melrose South-Mott Haven North
BROOKLYN,NB,YES,ISSUED,05/06/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/06/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/06/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/05/2025,Dyker Heights
BROOKLYN,NB,YES,ISSUED,05/05/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,05/05/2025,Erasmus
STATEN ISLAND,NB,YES,ISSUED,05/05/2025,Charleston-Richmond Valley-Tottenville
STATEN ISLAND,NB,YES,ISSUED,05/05/2025,Charleston-Richmond Valley-Tottenville
MANHATTAN,NB,YES,ISSUED,05/05/2025,Washington Heights North
QUEENS,NB,YES,ISSUED,05/05/2025,Kew Gardens
QUEENS,NB,YES,ISSUED,05/05/2025,Elmhurst-Maspeth
QUEENS,NB,YES,ISSUED,05/05/2025,Elmhurst-Maspeth
QUEENS,NB,YES,ISSUED,05/05/2025,Elmhurst-Maspeth
BROOKLYN,NB,YES,ISSUED,05/05/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/05/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/05/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/05/2025,East Williamsburg
BROOKLYN,NB,YES,ISSUED,05/02/2025,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,05/02/2025,Carroll Gardens-Columbia Street-Red Hook
QUEENS,NB,YES,ISSUED,05/02/2025,Kew Gardens Hills
BRONX,NB,YES,ISSUED,05/02/2025,Van Cortlandt Village
BRONX,NB,YES,ISSUED,05/02/2025,Allerton-Pelham Gardens
BROOKLYN,NB,YES,ISSUED,05/02/2025,Brownsville
QUEENS,NB,YES,ISSUED,05/02/2025,Old Astoria
BROOKLYN,NB,YES,ISSUED,05/01/2025,Canarsie
BROOKLYN,NB,YES,ISSUED,05/01/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,05/01/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,05/01/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,05/01/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,05/01/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,05/01/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,05/01/2025,Park Slope-Gowanus
BRONX,NB,YES,ISSUED,05/01/2025,Mott Haven-Port Morris
BRONX,NB,YES,ISSUED,04/30/2025,Mount Hope
BROOKLYN,NB,YES,ISSUED,04/30/2025,Bedford
BROOKLYN,NB,YES,ISSUED,04/30/2025,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
QUEENS,NB,YES,ISSUED,04/30/2025,Whitestone
MANHATTAN,NB,YES,ISSUED,04/30/2025,West Village
BROOKLYN,NB,YES,ISSUED,04/30/2025,Bedford
STATEN ISLAND,NB,YES,ISSUED,04/29/2025,
QUEENS,NB,YES,ISSUED,04/29/2025,Hammels-Arverne-Edgemere
BROOKLYN,NB,YES,ISSUED,04/29/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,04/29/2025,Bushwick South
QUEENS,NB,YES,ISSUED,04/28/2025,Flushing
BROOKLYN,NB,YES,ISSUED,04/28/2025,East Williamsburg
QUEENS,NB,YES,ISSUED,04/28/2025,Woodhaven
BROOKLYN,NB,YES,ISSUED,04/28/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,04/28/2025,Bushwick South
BRONX,NB,YES,ISSUED,04/28/2025,Pelham Parkway
QUEENS,NB,YES,ISSUED,04/28/2025,Flushing
BROOKLYN,NB,YES,ISSUED,04/25/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,04/25/2025,Sunset Park West
STATEN ISLAND,NB,YES,ISSUED,04/25/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
BROOKLYN,NB,YES,ISSUED,04/25/2025,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,04/25/2025,Brownsville
BROOKLYN,NB,YES,ISSUED,04/25/2025,Brownsville
BROOKLYN,NB,YES,ISSUED,04/25/2025,Homecrest
BROOKLYN,NB,YES,ISSUED,04/25/2025,Bedford
BRONX,NB,YES,ISSUED,04/25/2025,University Heights-Morris Heights
BROOKLYN,NB,YES,ISSUED,04/25/2025,Fort Greene
BRONX,NB,YES,ISSUED,04/25/2025,Highbridge
BROOKLYN,NB,YES,ISSUED,04/25/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,04/24/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,04/23/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/23/2025,Park Slope-Gowanus
BROOKLYN,NB,YES,ISSUED,04/23/2025,Sunset Park East
QUEENS,NB,YES,ISSUED,04/23/2025,Douglas Manor-Douglaston-Little Neck
BROOKLYN,NB,YES,ISSUED,04/22/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/22/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/22/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/22/2025,East Williamsburg
MANHATTAN,NB,YES,ISSUED,04/22/2025,Battery Park City-Lower Manhattan
QUEENS,NB,YES,ISSUED,04/21/2025,South Ozone Park
QUEENS,NB,YES,ISSUED,04/21/2025,South Ozone Park
BROOKLYN,NB,YES,ISSUED,04/21/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,04/21/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,04/21/2025,Bushwick South
BRONX,NB,YES,ISSUED,04/21/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,04/21/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,04/21/2025,Melrose South-Mott Haven North
QUEENS,NB,YES,ISSUED,04/21/2025,Bayside-Bayside Hills
QUEENS,NB,YES,ISSUED,04/21/2025,Bayside-Bayside Hills
STATEN ISLAND,NB,YES,ISSUED,04/21/2025,Oakwood-Oakwood Beach
QUEENS,NB,YES,ISSUED,04/18/2025,Hollis
QUEENS,NB,YES,ISSUED,04/18/2025,Jamaica Estates-Holliswood
BROOKLYN,NB,YES,ISSUED,04/18/2025,North Side-South Side
QUEENS,NB,YES,ISSUED,04/17/2025,Bayside-Bayside Hills
BROOKLYN,NB,YES,ISSUED,04/17/2025,Sunset Park West
QUEENS,NB,YES,ISSUED,04/17/2025,
BROOKLYN,NB,YES,ISSUED,04/16/2025,Bushwick South
STATEN ISLAND,NB,YES,ISSUED,04/16/2025,Old Town-Dongan Hills-South Beach
BROOKLYN,NB,YES,ISSUED,04/16/2025,East New York (Pennsylvania Ave)
BROOKLYN,NB,YES,ISSUED,04/16/2025,East New York (Pennsylvania Ave)
BROOKLYN,NB,YES,ISSUED,04/15/2025,Bedford
MANHATTAN,NB,YES,ISSUED,04/15/2025,Battery Park City-Lower Manhattan
MANHATTAN,NB,YES,ISSUED,04/15/2025,Battery Park City-Lower Manhattan
BRONX,NB,YES,ISSUED,04/15/2025,Pelham Bay-Country Club-City Island
BRONX,NB,YES,ISSUED,04/15/2025,Allerton-Pelham Gardens
BROOKLYN,NB,YES,ISSUED,04/15/2025,North Side-South Side
MANHATTAN,NB,YES,ISSUED,04/14/2025,SoHo-TriBeCa-Civic Center-Little Italy
MANHATTAN,NB,YES,ISSUED,04/14/2025,West Village
BROOKLYN,NB,YES,ISSUED,04/11/2025,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,04/11/2025,East New York
STATEN ISLAND,NB,YES,ISSUED,04/11/2025,Annadale-Huguenot-Prince's Bay-Eltingville
STATEN ISLAND,NB,YES,ISSUED,04/11/2025,Annadale-Huguenot-Prince's Bay-Eltingville
BROOKLYN,NB,YES,ISSUED,04/11/2025,Erasmus
QUEENS,NB,YES,ISSUED,04/11/2025,South Jamaica
BROOKLYN,NB,YES,ISSUED,04/10/2025,Prospect Lefferts Gardens-Wingate
BROOKLYN,NB,YES,ISSUED,04/10/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/10/2025,Crown Heights South
BRONX,NB,YES,ISSUED,04/10/2025,Williamsbridge-Olinville
BROOKLYN,NB,YES,ISSUED,04/10/2025,
BROOKLYN,NB,YES,ISSUED,04/10/2025,
BROOKLYN,NB,YES,ISSUED,04/10/2025,
BROOKLYN,NB,YES,ISSUED,04/10/2025,
QUEENS,NB,YES,ISSUED,04/09/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,04/09/2025,Forest Hills
QUEENS,NB,YES,ISSUED,04/09/2025,Forest Hills
BROOKLYN,NB,YES,ISSUED,04/09/2025,Stuyvesant Heights
QUEENS,NB,YES,ISSUED,04/09/2025,Bayside-Bayside Hills
BROOKLYN,NB,YES,ISSUED,04/09/2025,Dyker Heights
BROOKLYN,NB,YES,ISSUED,04/09/2025,Greenpoint
BROOKLYN,NB,YES,ISSUED,04/09/2025,Bay Ridge
BROOKLYN,NB,YES,ISSUED,04/08/2025,East New York (Pennsylvania Ave)
BROOKLYN,NB,YES,ISSUED,04/08/2025,Crown Heights North
QUEENS,NB,YES,ISSUED,04/08/2025,Hunters Point-Sunnyside-West Maspeth
MANHATTAN,NB,YES,ISSUED,04/08/2025,Hudson Yards-Chelsea-Flatiron-Union Square
MANHATTAN,NB,YES,ISSUED,04/08/2025,Hudson Yards-Chelsea-Flatiron-Union Square
BROOKLYN,NB,YES,ISSUED,04/08/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/08/2025,Bedford
BRONX,NB,YES,ISSUED,04/08/2025,Woodlawn-Wakefield
QUEENS,NB,YES,ISSUED,04/08/2025,
QUEENS,NB,YES,ISSUED,04/08/2025,
QUEENS,NB,YES,ISSUED,04/08/2025,Woodhaven
BROOKLYN,NB,YES,ISSUED,04/07/2025,Flatbush
BROOKLYN,NB,YES,ISSUED,04/07/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
QUEENS,NB,YES,ISSUED,04/07/2025,Glen Oaks-Floral Park-New Hyde Park
BROOKLYN,NB,YES,ISSUED,04/07/2025,Clinton Hill
QUEENS,NB,YES,ISSUED,04/07/2025,Kew Gardens
QUEENS,NB,YES,ISSUED,04/07/2025,Kew Gardens
QUEENS,NB,YES,ISSUED,04/07/2025,Kew Gardens
BRONX,NB,YES,ISSUED,04/07/2025,East Concourse-Concourse Village
BRONX,NB,YES,ISSUED,04/07/2025,East Concourse-Concourse Village
BROOKLYN,NB,YES,ISSUED,04/07/2025,Clinton Hill
QUEENS,NB,YES,ISSUED,04/07/2025,Ridgewood
QUEENS,NB,YES,ISSUED,04/07/2025,Queensboro Hill
STATEN ISLAND,NB,YES,ISSUED,04/06/2025,Westerleigh
BROOKLYN,NB,YES,ISSUED,04/04/2025,Homecrest
BROOKLYN,NB,YES,ISSUED,04/04/2025,Homecrest
BRONX,NB,YES,ISSUED,04/04/2025,North Riverdale-Fieldston-Riverdale
BROOKLYN,NB,YES,ISSUED,04/04/2025,Flatbush
BROOKLYN,NB,YES,ISSUED,04/04/2025,Bedford
BRONX,NB,YES,ISSUED,04/04/2025,North Riverdale-Fieldston-Riverdale
BROOKLYN,NB,YES,ISSUED,04/04/2025,Flatbush
BROOKLYN,NB,YES,ISSUED,04/04/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
BROOKLYN,NB,YES,ISSUED,04/04/2025,Crown Heights North
MANHATTAN,NB,YES,ISSUED,04/04/2025,Upper East Side-Carnegie Hill
BROOKLYN,NB,YES,ISSUED,04/04/2025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
STATEN ISLAND,NB,YES,ISSUED,04/03/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
STATEN ISLAND,NB,YES,ISSUED,04/03/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
QUEENS,NB,YES,ISSUED,04/03/2025,Queensbridge-Ravenswood-Long Island City
BROOKLYN,NB,YES,ISSUED,04/02/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,04/02/2025,East Williamsburg
MANHATTAN,NB,YES,ISSUED,04/02/2025,Battery Park City-Lower Manhattan
BROOKLYN,NB,YES,ISSUED,04/02/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,04/02/2025,Clinton Hill
QUEENS,NB,YES,ISSUED,04/02/2025,Jamaica Estates-Holliswood
BRONX,NB,YES,ISSUED,04/02/2025,Morrisania-Melrose
QUEENS,NB,YES,ISSUED,04/01/2025,College Point
QUEENS,NB,YES,ISSUED,04/01/2025,College Point
BROOKLYN,NB,YES,ISSUED,03/31/2025,North Side-South Side
BROOKLYN,NB,YES,ISSUED,03/31/2025,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
BROOKLYN,NB,YES,ISSUED,03/31/2025,Bedford
BROOKLYN,NB,YES,ISSUED,03/31/2025,Bedford
QUEENS,NB,YES,ISSUED,03/31/2025,Elmhurst-Maspeth
QUEENS,NB,YES,ISSUED,03/31/2025,Elmhurst-Maspeth
QUEENS,NB,YES,ISSUED,03/31/2025,Elmhurst-Maspeth
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
MANHATTAN,NB,YES,ISSUED,03/31/2025,Chinatown
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,03/31/2025,Seagate-Coney Island
BROOKLYN,NB,YES,ISSUED,03/31/2025,Fort Greene
BROOKLYN,NB,YES,ISSUED,03/31/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,03/31/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,03/31/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/31/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,03/31/2025,Bushwick South
QUEENS,NB,YES,ISSUED,03/28/2025,Astoria
BROOKLYN,NB,YES,ISSUED,03/28/2025,Clinton Hill
BROOKLYN,NB,YES,ISSUED,03/28/2025,Borough Park
QUEENS,NB,YES,ISSUED,03/28/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/28/2025,Glen Oaks-Floral Park-New Hyde Park
BROOKLYN,NB,YES,ISSUED,03/28/2025,Cypress Hills-City Line
MANHATTAN,NB,YES,ISSUED,03/27/2025,Central Harlem North-Polo Grounds
MANHATTAN,NB,YES,ISSUED,03/27/2025,Central Harlem North-Polo Grounds
BROOKLYN,NB,YES,ISSUED,03/27/2025,Prospect Lefferts Gardens-Wingate
STATEN ISLAND,NB,YES,ISSUED,03/27/2025,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,03/27/2025,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,03/27/2025,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,03/27/2025,Grymes Hill-Clifton-Fox Hills
BROOKLYN,NB,YES,ISSUED,03/27/2025,Greenpoint
MANHATTAN,NB,YES,ISSUED,03/27/2025,Central Harlem North-Polo Grounds
QUEENS,NB,YES,ISSUED,03/26/2025,East Elmhurst
BROOKLYN,NB,YES,ISSUED,03/26/2025,East Williamsburg
QUEENS,NB,YES,ISSUED,03/26/2025,Maspeth
BROOKLYN,NB,YES,ISSUED,03/26/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/26/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/26/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/26/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/26/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/26/2025,Erasmus
BROOKLYN,NB,YES,ISSUED,03/26/2025,Clinton Hill
BROOKLYN,NB,YES,ISSUED,03/26/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,03/26/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,03/26/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,03/26/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,03/26/2025,Crown Heights North
BROOKLYN,NB,YES,ISSUED,03/26/2025,East Flatbush-Farragut
QUEENS,NB,YES,ISSUED,03/25/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/25/2025,Jackson Heights
BRONX,NB,YES,ISSUED,03/25/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,03/25/2025,Melrose South-Mott Haven North
BRONX,NB,YES,ISSUED,03/25/2025,
BROOKLYN,NB,YES,ISSUED,03/25/2025,Bushwick South
BROOKLYN,NB,YES,ISSUED,03/25/2025,East Williamsburg
QUEENS,NB,YES,ISSUED,03/24/2025,
BROOKLYN,NB,YES,ISSUED,03/24/2025,Bedford
QUEENS,NB,YES,ISSUED,03/24/2025,Flushing
BROOKLYN,NB,YES,ISSUED,03/24/2025,Bedford
BROOKLYN,NB,YES,ISSUED,03/24/2025,Bedford
QUEENS,NB,YES,ISSUED,03/24/2025,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,YES,ISSUED,03/24/2025,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,YES,ISSUED,03/24/2025,Douglas Manor-Douglaston-Little Neck
QUEENS,NB,YES,ISSUED,03/24/2025,Douglas Manor-Douglaston-Little Neck
BRONX,NB,YES,ISSUED,03/24/2025,Hunts Point
BROOKLYN,NB,YES,ISSUED,03/22/2025,Bushwick North
BROOKLYN,NB,YES,ISSUED,03/22/2025,Bushwick North
BROOKLYN,NB,YES,ISSUED,03/21/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,03/21/2025,Sunset Park West
BRONX,NB,YES,ISSUED,03/21/2025,Hunts Point
BROOKLYN,NB,YES,ISSUED,03/21/2025,Ocean Hill
BROOKLYN,NB,YES,ISSUED,03/21/2025,Sunset Park West
BROOKLYN,NB,YES,ISSUED,03/20/2025,Clinton Hill
BRONX,NB,YES,ISSUED,03/20/2025,Westchester-Unionport
BRONX,NB,YES,ISSUED,03/20/2025,
BRONX,NB,YES,ISSUED,03/20/2025,Van Cortlandt Village
BROOKLYN,NB,YES,ISSUED,03/20/2025,Sunset Park West
STATEN ISLAND,NB,YES,ISSUED,03/20/2025,Grymes Hill-Clifton-Fox Hills
STATEN ISLAND,NB,YES,ISSUED,03/20/2025,Grymes Hill-Clifton-Fox Hills
BRONX,NB,YES,ISSUED,03/20/2025,Allerton-Pelham Gardens
QUEENS,NB,YES,ISSUED,03/20/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/20/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/20/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/19/2025,Jamaica Estates-Holliswood
QUEENS,NB,YES,ISSUED,03/19/2025,East Elmhurst
BROOKLYN,NB,YES,ISSUED,03/19/2025,Sunset Park West
MANHATTAN,NB,YES,ISSUED,03/19/2025,Lower East Side
BRONX,NB,YES,ISSUED,03/19/2025,Van Cortlandt Village
QUEENS,NB,YES,ISSUED,03/18/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/18/2025,Old Astoria
BROOKLYN,NB,YES,ISSUED,03/18/2025,East New York
BROOKLYN,NB,YES,ISSUED,03/18/2025,Greenpoint
BROOKLYN,NB,YES,ISSUED,03/18/2025,Greenpoint
QUEENS,NB,YES,ISSUED,03/18/2025,Steinway
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/18/2025,Old Astoria
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
QUEENS,NB,YES,ISSUED,03/18/2025,Far Rockaway-Bayswater
BROOKLYN,NB,YES,ISSUED,03/17/2025,Bedford
MANHATTAN,NB,YES,ISSUED,03/17/2025,Hamilton Heights
BROOKLYN,NB,YES,ISSUED,03/17/2025,Erasmus
QUEENS,NB,YES,ISSUED,03/17/2025,Hunters Point-Sunnyside-West Maspeth
BRONX,NB,YES,ISSUED,03/17/2025,University Heights-Morris Heights
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
QUEENS,NB,YES,ISSUED,03/17/2025,Bayside-Bayside Hills
BRONX,NB,YES,ISSUED,03/17/2025,Soundview-Castle Hill-Clason Point-Harding Park
BROOKLYN,NB,YES,ISSUED,03/17/2025,Brighton Beach
BROOKLYN,NB,YES,ISSUED,03/14/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,03/14/2025,Homecrest
BRONX,NB,YES,ISSUED,03/14/2025,East Tremont
BRONX,NB,YES,ISSUED,03/14/2025,East Tremont
BRONX,NB,YES,ISSUED,03/14/2025,East Tremont
BRONX,NB,YES,ISSUED,03/14/2025,Allerton-Pelham Gardens
BRONX,NB,YES,ISSUED,03/14/2025,Crotona Park East
BRONX,NB,YES,ISSUED,03/14/2025,Crotona Park East
QUEENS,NB,YES,ISSUED,03/14/2025,Whitestone
QUEENS,NB,YES,ISSUED,03/14/2025,East Elmhurst
BROOKLYN,NB,YES,ISSUED,03/13/2025,Bushwick South
STATEN ISLAND,NB,YES,ISSUED,03/13/2025,
BROOKLYN,NB,YES,ISSUED,03/13/2025,East Flatbush-Farragut
QUEENS,NB,YES,ISSUED,03/13/2025,Murray Hill
QUEENS,NB,YES,ISSUED,03/13/2025,Flushing
BROOKLYN,NB,YES,ISSUED,03/13/2025,East Flatbush-Farragut
BROOKLYN,NB,YES,ISSUED,03/12/2025,Bay Ridge
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
QUEENS,NB,YES,ISSUED,03/12/2025,Whitestone
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Rossville-Woodrow
STATEN ISLAND,NB,YES,ISSUED,03/12/2025,Rossville-Woodrow
MANHATTAN,NB,YES,ISSUED,03/12/2025,Clinton
BROOKLYN,NB,YES,ISSUED,03/12/2025,North Side-South Side
MANHATTAN,NB,YES,ISSUED,03/12/2025,East Harlem North
QUEENS,NB,YES,ISSUED,03/11/2025,Steinway
BRONX,NB,YES,ISSUED,03/11/2025,University Heights-Morris Heights
BROOKLYN,NB,YES,ISSUED,03/11/2025,Bushwick North
BROOKLYN,NB,YES,ISSUED,03/11/2025,Bushwick North
BROOKLYN,NB,YES,ISSUED,03/11/2025,Bushwick North
MANHATTAN,NB,YES,ISSUED,03/11/2025,Midtown-Midtown South
BROOKLYN,NB,YES,ISSUED,03/11/2025,Carroll Gardens-Columbia Street-Red Hook
MANHATTAN,NB,YES,ISSUED,03/11/2025,Washington Heights South
MANHATTAN,NB,YES,ISSUED,03/10/2025,West Village
QUEENS,NB,YES,ISSUED,03/09/2025,Old Astoria
STATEN ISLAND,NB,YES,ISSUED,03/07/2025,Mariner's Harbor-Arlington-Port Ivory-Graniteville
BROOKLYN,NB,YES,ISSUED,03/07/2025,Bushwick South
QUEENS,NB,YES,ISSUED,03/07/2025,Jamaica
BRONX,NB,YES,ISSUED,03/07/2025,Longwood
QUEENS,NB,YES,ISSUED,03/07/2025,South Ozone Park
QUEENS,NB,YES,ISSUED,03/07/2025,Richmond Hill
BROOKLYN,NB,YES,ISSUED,03/07/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,03/07/2025,Stuyvesant Heights
BROOKLYN,NB,YES,ISSUED,03/07/2025,Stuyvesant Heights
BRONX,NB,YES,ISSUED,03/07/2025,Woodlawn-Wakefield
BRONX,NB,YES,ISSUED,03/07/2025,West Farms-Bronx River
